es,fr,Alignment Score
obstinado,obstine,0.1523809523809524
consonante,consonne,0.033333333333333326
presumir,se vanter,0.6333333333333333
estructura,cadre,0.5866666666666667
cognitivo,cognitif,0.125
adyacente,adjacent,0.13333333333333341
elocuente,eloquent,0.13333333333333341
instancia,exemple,0.8380952380952381
interes,interet,0.13333333333333341
limite,limite,0.0
sintetico,synthetique,0.31851851851851853
inminencia,imminence,0.2148148148148148
sumision,soumission,0.033333333333333326
presagio,presage,0.1428571428571429
importante,pertinent,0.40740740740740744
irascible,irascible,0.0
obstaculo,obstacle,0.13333333333333341
excelente,super,0.7333333333333334
libertad,liberte,0.1428571428571429
enganar,tromper,0.5904761904761905
adquisicion,acquisition,0.1696969696969698
ambicioso,ambitieux,0.3851851851851852
plausible,plausible,0.0
humildad,humilite,0.31666666666666654
conviccion,conviction,0.09333333333333338
primeros frutos,premiers fruits,0.18222222222222217
diccionario,dictionnaire,0.2606060606060606
intrinseco,intrinseque,0.17999999999999994
hacer sin,faire sans,0.4222222222222223
presuntuoso,presomptueux,0.3939393939393939
diligencia,diligence,0.11111111111111116
corroborar,corroborer,0.09333333333333338
clima,meteo,0.6799999999999999
detrimento,detriment,0.014814814814814725
madurez,maturite,0.2761904761904762
parsimonia,parcimonie,0.18666666666666676
referencia,reference,0.11111111111111116
inspiracion,inspiration,0.08484848484848484
inexorable,inexorable,0.0
pragmatico,pragmatique,0.17999999999999994
arrogante,arrogant,0.016666666666666607
incipiente,naissant,0.4666666666666667
disruptivo,perturbateur,0.6200000000000001
hermandad de mujeres,sororite,0.6499999999999999
serenidad,serenite,0.22499999999999998
arbitrario,arbitraire,0.17999999999999994
indulgente,indulgent,0.014814814814814725
propicio,de bon augure,0.7666666666666667
iniquidad,iniquite,0.22499999999999998
importante,pertinent,0.40740740740740744
ingenio,esprit,0.6000000000000001
resignacion,demission,0.4
hipocresia,hypocrisie,0.28
defensor,avocat,0.7333333333333334
precedente,precedent,0.014814814814814725
vistazo,apercu,0.7111111111111111
incidencia,incidence,0.11111111111111116
halagada,flatte,0.6000000000000001
susceptible,sensible,0.25
sin embargo,neanmoins,0.49629629629629635
disposicion,disposition,0.08484848484848484
excentrico,excentrique,0.17999999999999994
subestimar,sous-estimer,0.20666666666666678
preliminar,preliminaire,0.026666666666666616
tribulacion,tribulations,0.09696969696969693
deducir,deduire,0.13333333333333341
flematico,flegmatique,0.21481481481481468
anacronico,anachronique,0.19333333333333325
equivocado,trompe,0.7333333333333334
escrutinio,examen minutieux,0.5466666666666666
retrogrado,retrograde,0.09333333333333327
indolencia,indolence,0.11111111111111116
excelencia,excellence,0.17999999999999994
interferencia,ingerence,0.23703703703703694
democracia,democratie,0.18666666666666676
desgracia,malheur,0.638095238095238
compasivo,compatissant,0.311111111111111
contemplar,contempler,0.09333333333333338
importante,important,0.014814814814814725
peyorativo,pejoratif,0.2148148148148148
restringir,limiter,0.5333333333333333
sintetizar,synthetiser,0.2799999999999999
proposicion,proposition,0.08484848484848484
signatario,signataire,0.17999999999999994
primordial,primordial,0.0
situacion,situation,0.10370370370370374
coactivo,coercitif,0.3500000000000001
resolucion,resolution,0.09333333333333338
intrinseco,intrinseque,0.17999999999999994
subyacente,sous-jacent,0.27333333333333343
meta,but,0.6222222222222222
itinerario,itineraire,0.17999999999999994
esplendido,splendide,0.11851851851851858
alteridad,alterite,0.22499999999999998
pecuniario,pecuniaire,0.17999999999999994
espontaneo,spontane,0.033333333333333326
designacion,designation,0.08484848484848484
transeunte,passant,0.4285714285714286
necesario,necessaire,0.2148148148148148
constancia,constance,0.11111111111111116
sarcastico,sarcastique,0.17999999999999994
pusilC/nime,pusilC/nime,0.0
idoneidad,pertinence,0.5703703703703704
privilegio,privilege,0.11111111111111116
vacio,depourvu,0.72
creible,croyable,0.2571428571428571
pernostico,pernostique,0.17999999999999994
exacerbado,exacerbe,0.1333333333333333
felicidad,bonheur,0.7428571428571429
relevancia,pertinence,0.5133333333333334
divergente,divergent,0.014814814814814725
disciplina,discipline,0.09333333333333327
inferencia,inference,0.11111111111111116
pernicioso,pernicieux,0.2533333333333333
diseminar,disseminer,0.11851851851851858
satisfaccion,satisfaction,0.07777777777777772
meticuloso,meticuleux,0.2533333333333333
reverberar,reverberer,0.09333333333333338
esporadico,sporadique,0.2599999999999999
influencia,influence,0.11111111111111116
militancia,militantisme,0.19999999999999996
rotundo,retentissant,0.5619047619047619
consolidar,consolider,0.09333333333333338
fornicacion,fornication,0.08484848484848484
subversivo,subversif,0.11111111111111116
significado,signification,0.10303030303030292
perspectiva,perspective,0.08484848484848473
resiliencia,resilience,0.09999999999999987
disfrazado,deguise,0.5142857142857143
vicisitud,vicissitudes,0.03703703703703687
suficiente,complaisant,0.52
desafilado,emousse,0.638095238095238
perentorio,peremptoire,0.2799999999999999
comorbilidad,comorbidite,0.23636363636363633
comprension,comprehension,0.018181818181818188
conocimiento,apercu,0.7666666666666667
expectativa,attente,0.638095238095238
suposicion,hypothese,0.5777777777777778
beneplacito,beneplacito,0.0
subterfugio,subterfuge,0.09999999999999987
prejuicio,prejuge,0.2666666666666666
experiencia,experience,0.09999999999999987
indiferente,indifferent,0.08484848484848473
consonancia,consonance,0.09999999999999987
pretencioso,pretentieux,0.31515151515151507
trascender,transcender,0.013333333333333308
inconmensurable,incommensurable,0.06222222222222218
intensidad,intensite,0.19999999999999996
cuota,quota,0.18666666666666676
beligerante,belligerant,0.08484848484848473
prominente,eminent,0.17142857142857149
necesidad,besoin,0.48888888888888893
superficial,superficiel,0.08484848484848473
sobre,concernant,0.6133333333333333
amabilidad,gentillesse,0.6733333333333333
litigio,litige,0.16666666666666663
indecible,indicible,0.10370370370370374
animosidad,animosite,0.19999999999999996
intervencion,intervention,0.07777777777777772
tarea,tache,0.36
vocabulario,vocabulaire,0.16363636363636347
antagonismo,antagonisme,0.08484848484848473
saludo,salutation,0.21111111111111125
resistencia,resistance,0.19333333333333336
indiferencia,indifference,0.1499999999999999
afirmar,reclamer,0.5047619047619049
comprender,comprendre,0.09333333333333327
citado,susmentionne,0.6444444444444445
subsecuente,subsequent,0.10666666666666669
estereotipo,stereotype,0.19999999999999996
integridad,integrite,0.19999999999999996
diversidad,diversite,0.19999999999999996
ambiguedad,ambiguite,0.19999999999999996
liberar,liberer,0.13333333333333341
especulacion,speculation,0.09696969696969704
indulgencia,indulgence,0.09999999999999987
originario,originaire,0.17999999999999994
divergencia,divergence,0.09999999999999987
elucubracion,lucubration,0.09696969696969704
indudable,indubitable,0.11851851851851858
austeridad,austerite,0.19999999999999996
pronostico,pronostic,0.014814814814814725
importancia,importance,0.09999999999999987
heterogeneo,heterogene,0.013333333333333308
sutileza,ergoter,0.6285714285714286
benevolente,bienveillant,0.3272727272727274
descuidado,imprudent,0.6518518518518519
negligencia,negligence,0.09999999999999987
oportunista,opportuniste,0.09696969696969682
identificar,identifier,0.09999999999999998
establecer,etablir,0.17142857142857149
conveniente,pratique,0.6499999999999999
redundancia,redondance,0.19333333333333336
congruencia,congruence,0.09999999999999987
discriminar,discriminer,0.08484848484848473
conciencia,conscience,0.17999999999999994
sustantivo,substantiel,0.18666666666666676
pragmatismo,pragmatisme,0.08484848484848473
providencia,providence,0.09999999999999987
excepcional,exceptionnel,0.17575757575757578
amonestacion,admonition,0.20000000000000007
conferencia,conference,0.09999999999999987
opcional,facultatif,0.6499999999999999
sistematico,systematique,0.24848484848484842
obligatorio,obligatoire,0.16363636363636347
verbosidad,verbiage,0.25
longitud,longueur,0.32500000000000007
interseccion,intersection,0.07777777777777772
subordinar,subalterne,0.42000000000000004
intelectual,intellectuel,0.09696969696969682
melancolia,melancolique,0.10666666666666658
contradiccion,contradiction,0.07179487179487176
generalizar,generaliser,0.1575757575757576
relativizar,relativiser,0.1575757575757576
desarrollar,developper,0.5133333333333334
sustancial,substantiel,0.19999999999999996
honestidad,honnetete,0.3925925925925926
dificultad,difficulte,0.17999999999999994
rectificacion,rectification,0.07179487179487176
conservador,conservateur,0.16363636363636358
origen,origine,0.16666666666666674
autoritario,autoritaire,0.16363636363636347
determinado,determine,0.11851851851851847
amabilidad,gentillesse,0.6733333333333333
antagonista,antagoniste,0.08484848484848473
perserverancia,perseverance,0.09444444444444422
condolencias,condoleances,0.1499999999999999
restante,restant,0.01904761904761898
prerrogativa,prerogative,0.09696969696969682
extrovertido,extraverti,0.11333333333333329
complacencia,complaisance,0.2777777777777777
aplazar,remettre a plus tard,0.40000000000000013
discrepancia,divergence,0.3733333333333334
determinacion,determination,0.07179487179487176
independiente,independant,0.10303030303030303
consecuencia,consequence,0.17575757575757567
intermitente,intermittent,0.07777777777777772
conveniencia,commodite,0.49629629629629635
benevolencia,bienveillance,0.37222222222222223
para compartir,partager,0.375
estilo eclesial!,style ecclesiastique,0.2999999999999998
contingencia,contingence,0.09090909090909083
transgresion,transgression,0.011111111111111072
felicidades,toutes nos felicitations,0.32727272727272716
consideracion,consideration,0.07179487179487176
concomitante,concomitant,0.012121212121212088
convergencia,convergence,0.09090909090909083
cordialidad,cordialite,0.17999999999999994
conocimiento,connaissance,0.48888888888888893
complicidad,complicite,0.17999999999999994
convencional,conventionnel,0.16111111111111098
subsistencia,subsistance,0.17575757575757567
diseminacion,dissemination,0.08888888888888902
proselitismo,proselytisme,0.15555555555555545
sistematizar,systematiser,0.2222222222222222
complejidad,complexite,0.2733333333333333
coincidencia,coincidence,0.09090909090909083
dispensable,dispensable,0.0
controversia,controverse,0.09090909090909083
impredecible,imprevisible,0.21111111111111103
travieso,vilain,0.5888888888888888
increible,incroyable,0.20000000000000007
escatologico,eschatologique,0.16111111111111098
descuido,negligence,0.6666666666666667
interlocutor,interlocuteur,0.08333333333333337
libertinaje,debauche,0.5666666666666667
ninfomana,nymphomane,0.3925925925925926
conformidad,conformite,0.17999999999999994
proporcionar,fournir,0.4476190476190476
prematuro,premature,0.10370370370370374
murmuracion,medisance,0.5777777777777777
extemporaneo,improvise,0.5037037037037038
fraternidad,fraternite,0.17999999999999994
intolerancia,intolerance,0.09090909090909083
brillar,briller,0.13333333333333341
perseverante,perseverant,0.012121212121212088
merced,misericorde,0.2333333333333334
estabilidad,la stabilite,0.32121212121212117
mediocridad,mediocrite,0.17999999999999994
persistencia,persistance,0.17575757575757567
coexistencia,coexistence,0.09090909090909083
maquiavelico,machiavelique,0.2944444444444444
circunspecto,circonspect,0.09696969696969693
preeminencia,preeminence,0.09090909090909083
aquiescencia,consentement,0.6222222222222222
hermeneutica,hermeneutiques,0.15555555555555545
protagonista,protagoniste,0.07777777777777772
adicional,supplementaire,0.6888888888888889
parcialmente,partiellement,0.23888888888888893
prominencia,importance,0.5266666666666666
introvertido,introverti,0.019999999999999907
consolidacion,consolidation,0.07179487179487176
oportunidad,opportunite,0.23636363636363633
constitucion,constitution,0.07777777777777772
recipiente,destinataire,0.4600000000000001
burlador,moqueur,0.6095238095238096
esplendido,magnifique,0.6733333333333333
estigmatizar,stigmatiser,0.1696969696969698
consistencia,coherence,0.40740740740740744
parcialidad,partialite,0.2733333333333333
comprension,comprehension,0.018181818181818188
interesante,interessant,0.08484848484848473
caracterizar,caracteriser,0.14444444444444438
incircunciso,incirconcis,0.09696969696969693
procedimiento,procedure,0.22962962962962952
generosidad,generosite,0.17999999999999994
acondicionamiento,conditionnement,0.19999999999999996
circunciso,circoncis,0.11851851851851858
conventual,cloitre,0.523809523809524
sobreestimar,surestimer,0.20666666666666678
fragmentacion,fragmentation,0.07179487179487176
literalmente,litteralement,0.08888888888888902
inventiva,ingeniosite,0.40740740740740744
competencia,competence,0.09999999999999987
prosperidad,prosperite,0.17999999999999994
despectivo,desobligeant,0.44666666666666677
legitimidad,legitimite,0.17999999999999994
sencillez,simplicite,0.4888888888888888
profesional,professionnel,0.10303030303030292
seguridad,securite,0.3416666666666667
ininterrumpido,ininterrompu,0.16666666666666652
extremadamente,extremement,0.10909090909090902
beneficencia,bienfaisance,0.36111111111111116
inescrutable,impenetrable,0.28333333333333344
reciprocidad,la reciprocite,0.22777777777777763
contemporaneo,contemporain,0.08333333333333337
inconveniente,incommode,0.40000000000000013
heterosexual,heterosexuel,0.07777777777777772
circunstancia,circonstance,0.16111111111111098
discernimiento,discernement,0.10000000000000009
solidaridad,solidarite,0.17999999999999994
promiscuidad,la promiscuite,0.22777777777777763
resignificar,resignifier,0.09090909090909083
intransigente,intransigeant,0.07179487179487176
credibilidad,credibilite,0.16363636363636347
discriminacion,discrimination,0.06666666666666665
trascendente,transcendant,0.15555555555555556
provisionado,provisionne,0.16363636363636347
epistemologia,epistemologie,0.07179487179487176
contrapartida,homologue,0.7703703703703704
asintomatico,asymptomatique,0.29999999999999993
probatorio,preuve,0.6000000000000001
perpendicular,perpendiculaire,0.02051282051282044
incongruidad,incongruite,0.16363636363636347
reminiscencia,reminiscence,0.08333333333333337
resentimiento,ressentiment,0.08888888888888902
esteriotipado,stereotype,0.30666666666666675
posibilidad,possibilite,0.23636363636363633
censo,recensement,0.28
intermediario,intermediaire,0.1384615384615382
fuertemente,fortement,0.12592592592592589
preponderante,preponderant,0.011111111111111072
indispensable,indispensable,0.0
subjetividad,subjectivite,0.21666666666666645
singularidad,singularite,0.16363636363636347
hoy en dia,aujourd'hui,0.6066666666666667
subordinacion,asservissement,0.6000000000000001
longanimidad,longue souffrance,0.4444444444444444
convalecencia,convalescence,0.1384615384615382
detallado,detaille,0.2333333333333334
autenticidad,authenticite,0.21666666666666645
transformacion,transformation,0.06666666666666665
independencia,independance,0.16111111111111098
incontinencia,incontinence,0.08333333333333337
inestabilidad,instabilite,0.17575757575757556
sobreviniente,survenant,0.3407407407407409
sensibilidad,sensibilite,0.16363636363636347
introspectivo,introspectif,0.08333333333333337
afirmar,reclamer,0.5047619047619049
elegibilidad,admissibilite,0.49444444444444446
sobreestimado,surestime,0.24444444444444446
contradictorio,contradictoire,0.12857142857142834
inseparable,inseparable,0.0
terrateniente,proprietaires,0.4666666666666668
multifacetico,multiforme,0.2733333333333332
posiblemente,peut-etre,0.41481481481481486
recalcitrante,recalcitrant,0.011111111111111072
desmitificar,demystifier,0.24848484848484842
incredulidad,incredulite,0.16363636363636347
quintaesencia,quintessence,0.16111111111111098
inconsecuente,sans consequence,0.23589743589743595
repuesto,de rechange,0.5583333333333333
ininteligible,inintelligible,0.01025641025641022
poco escrupuloso,sans scrupules,0.3238095238095239
comportamiento,comportement,0.10000000000000009
personalidad,personnalite,0.21666666666666645
indescriptible,indescriptible,0.0
completamente,pleinement,0.28666666666666674
implementacion,mise en oeuvre,0.5571428571428572
monosilabico,monosyllabique,0.23333333333333317
homogeneidad,homogeneite,0.16363636363636347
magnificencia,magnificence,0.08333333333333337
probablemente,probablement,0.011111111111111072
precipitadamente,precipitamment,0.08095238095238078
peculiaridad,particularite,0.3666666666666667
circunscripcion,circonscription,0.12444444444444436
consentir,consentement,0.21481481481481468
incondicional,inconditionnel,0.14871794871794863
convaleciente,convalescent,0.08888888888888902
reubicacion,demenagement,0.6303030303030304
contentamiento,contentement,0.10000000000000009
casualidad,hasard,0.3555555555555556
concienzudo,consciencieux,0.2606060606060606
correlacion,correlatif,0.19333333333333336
enfriamiento,refroidissement,0.3222222222222223
incandescente,incandescent,0.011111111111111072
predisposicion,predisposition,0.06666666666666665
versatilidad,polyvalence,0.6181818181818182
consciente,conscient,0.014814814814814725
innecesario,inutile,0.523809523809524
responsable,responsable,0.0
supersticioso,superstitieux,0.2666666666666665
indeterminado,indetermine,0.09696969696969682
imperceptible,imperceptible,0.0
representacion,representation,0.06666666666666665
especificacion,specification,0.08205128205128198
identificacion,identification,0.06666666666666665
reconciliacion,reconciliation,0.06666666666666665
desconocido,inconnaissable,0.5636363636363637
reembolso,remboursement,0.33333333333333337
receptividad,receptivite,0.16363636363636347
monocromo,monochrome,0.11851851851851858
basico,essentiel,0.6222222222222222
condescendiente,condescendant,0.08717948717948698
idiosincrasia,particularite,0.5846153846153846
caracteristica,fonctionnalite,0.5952380952380952
lujuria,luxure,0.3222222222222223
extraordinario,extraordinaire,0.12857142857142834
demasiado,trop,0.7333333333333334
intercurrencia,intercurrence,0.07692307692307687
irreprochable,irreprochable,0.0
justificar,justifier,0.11111111111111116
entrega rapida,pret a etre livre,0.5000000000000001
inconmensurable,incommensurable,0.06222222222222218
discrecional,discretionnaire,0.1777777777777776
preponderancia,preponderance,0.07692307692307687
arbitrariedad,arbitraire,0.11999999999999988
especificidad,specificite,0.17575757575757556
posteriormente,posterieurement,0.13809523809523805
imprescriptible,imprescriptible,0.0
insuperable,insurmontable,0.1696969696969698
contextualizar,contextualiser,0.1238095238095237
empresa,entreprise,0.4095238095238096
ascendencia,ascendance,0.19333333333333336
entretenimiento,divertissement,0.38095238095238093
trascendental,transcendantal,0.08205128205128209
gradualmente,progressivement,0.4388888888888889
infraestructura,infrastructure,0.07619047619047614
relacion,relation,0.1166666666666667
arrepentimiento,repentir,0.18333333333333324
revolucionario,revolutionnaire,0.2047619047619046
imparcialidad,impartialite,0.22777777777777763
superveniencia,survenance,0.22000000000000008
bienaventurado,beni,0.41666666666666685
tuyo sinceramente,cordialement,0.3944444444444445
trascendencia,transcendance,0.2102564102564103
periodicamente,periodiquement,0.1857142857142856
reconocimiento,reconnaissance,0.4190476190476189
democratizacion,democratisation,0.12444444444444436
insignificante,insignifiant,0.022222222222222143
diligentemente,avec diligence,0.3571428571428571
inconsecuencia,incoherence,0.2727272727272727
personificacion,personnification,0.07111111111111101
no pretencioso,sans pretention,0.2666666666666666
impersonalidad,impersonnalite,0.1857142857142856
socioambiental,socio-environnemental,0.21904761904761894
espontaneidad,spontaneite,0.17575757575757556
funcionalidad,fonctionnalite,0.28205128205128205
intransigencia,intransigeance,0.12857142857142834
aplicabilidad,applicabilite,0.19999999999999984
desapego,detachement,0.4750000000000001
dilacion,procrastination,0.4083333333333333
potencialidad,potentialite,0.22777777777777763
principalmente,principalement,0.06666666666666665
indeciso,procrastinateur,0.6000000000000001
desfalcador,detourneur de fonds,0.5818181818181819
estratificacion,stratification,0.07619047619047614
libertinaje,licence,0.3142857142857144
utilidad,obligeance,0.5666666666666667
extraordinario,extraordinaire,0.12857142857142834
excentricidad,excentricite,0.1499999999999999
inconveniencia,desagrement,0.6363636363636364
en disolucion,dissoluement,0.3666666666666666
felicidades,toutes nos felicitations,0.32727272727272716
pusilanimidad,pusillanimite,0.19999999999999984
factibilidad,faisabilite,0.32121212121212117
epistemologico,epistemologique,0.12857142857142834
insustituible,irremplacable,0.5641025641025641
individualismo,individualisme,0.06666666666666665
biodiversidad,biodiversite,0.1499999999999999
resplandeciente,resplendissant,0.26190476190476186
jurisprudencia,jurisprudence,0.07692307692307687
abundantemente,abondamment,0.19393939393939386
coercion,coercition,0.025000000000000022
hacer disponible,mettre a disposition,0.3916666666666666
plausibilidad,plausibilite,0.1499999999999999
accesibilidad,accessibilite,0.19999999999999984
internalizacion,internalisation,0.12444444444444436
acreditacion,accreditation,0.08888888888888902
papibaquigrafo,papibaquigraphe,0.12857142857142834
constantemente,en permanence,0.4717948717948719
exclusivamente,exclusivement,0.08205128205128209
multiplicidad,multiplicite,0.1499999999999999
perfeccionista,perfectionniste,0.1428571428571429
aleatoriamente,au hasard,0.6074074074074074
impresionante,impressionnant,0.08205128205128198
interrogatorio,interrogatoire,0.12857142857142834
implicitamente,implicitement,0.08205128205128209
aclaracion,clarification,0.20666666666666678
grandilocuente,grandiloquent,0.08205128205128209
minuciosamente,soigneusement,0.3538461538461539
permisividad,permissivite,0.21666666666666645
a menudo,souvent,0.6190476190476191
indistinto,aveugle,0.8476190476190477
interurbano,interurbain,0.08484848484848473
concesionario,concessionnaire,0.15897435897435863
sobrecargado,surcharge,0.33333333333333337
transfiguracion,transfiguration,0.06222222222222218
